번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트),기준일
3453,카나리아바이오,4,0,0.04,2023
3454,에이피티씨,4,0,0.1,2023
3455,씨티알모빌리티,4,0,0.33,2023
3456,케이엔솔,4,0,0.15,2023
3457,휴니드,3,0,0.4,2023
3458,CJ우,3,0,0.3,2023
3459,DMS,3,0,0.2,2023
3460,예스티,3,0,0.11,2023
3461,엑시콘,3,0,0.17,2023
3462,DRB동일,3,0,0.28,2023
3463,동방,3,0,0.33,2023
3464,로보스타,3,0,0.11,2023
3465,금호에이치티,3,0,0.25,2023
3466,만호제강,3,0,0.16,2023
3467,한솔홈데코,3,0,0.45,2023
3468,한스바이오메드,3,0,0.16,2023
3469,한국특강,3,0,0.29,2023
3470,KX,3,0,0.13,2023
3471,일신석재,3,0,0.36,2023
3472,명문제약,3,0,0.39,2023
3473,파세코,3,0,0.15,2023
3474,동양철관,3,0,0.31,2023
3475,CJ씨푸드,3,0,0.27,2023
3476,삼목에스폼,3,0,0.12,2023
3477,기신정기,3,0,0.32,2023
3478,팜젠사이언스,3,0,0.26,2023
3479,나무가,3,0,0.12,2023
3480,한컴라이프케어,3,0,0.22,2023
3481,다우데이타,3,0,0.05,2023
3482,하이로닉,3,0,0.2,2023
3483,화승코퍼레이션,3,0,0.27,2023
3484,가온전선유상(보),3,0,0,2023
3485,코람코더원리츠,3,0,0.14,2023
3486,네이처셀,3,0,0.05,2023
3487,미창석유,3,0,0.21,2023
3488,STX유상(보),3,0,0,2023
3489,한국화장품제조,3,0,0.25,2023
3490,뉴프렉스,3,0,0.16,2023
3491,동원개발,3,0,0.09,2023
3492,계양전기,3,0,0.5,2023
3493,이아이디,3,0,0.07,2023
3494,현대코퍼레이션홀딩스,2,0,0.25,2023
3495,제이스텍,2,0,0.15,2023
3496,유진기업,2,0,0.09,2023
3497,신흥,2,0,0.18,2023
3498,바이오솔루션,2,0,0.15,2023
3499,바이넥스,2,0,0.08,2023
3500,제이엔케이히터,2,0,0.19,2023
3501,진양산업,2,0,0.27,2023
3502,인스코비,2,0,0.17,2023
3503,동일산업,2,0,0.21,2023
3504,덕성,2,0,0.19,2023
3505,한국수출포장,2,0,0.19,2023
3506,유진로봇,2,0,0.05,2023
3507,옵트론텍,2,0,0.25,2023
3508,한국제지,2,0,0.1,2023
3509,삼원강재,2,0,0.18,2023
3510,새론오토모티브,2,0,0.28,2023
3511,미원화학,2,0,0.14,2023
3512,정다운,2,0,0.23,2023
3513,한양디지텍,2,0,0.1,2023
3514,지엠비코리아,2,0,0.23,2023
3515,SH에너지화학,2,0,0.29,2023
3516,슈프리마,2,0,0.14,2023
3517,KC코트렐,2,0,0.25,2023
3518,리드코프,2,0,0.12,2023
3519,코아시아,2,0,0.1,2023
3520,미래에셋증권우,2,0,0.35,2023
3521,HL D&I,2,0,0.25,2023
3522,넥센타이어1우B,2,0,0.95,2023
3523,조비,2,0,0.27,2023
3524,유유제약,2,0,0.21,2023
3525,금화피에스시,2,0,0.12,2023
3526,유화증권,2,0,0.14,2023
3527,부국철강,2,0,0.22,2023
3528,콤텍시스템,2,0,0.2,2023
3529,한창제지,2,0,0.33,2023
3530,세원정공,2,0,0.28,2023
3531,부산산업,2,0,0.27,2023
3532,대원전선,2,0,0.22,2023
3533,남광토건,2,0,0.24,2023
3534,웅진,2,0,0.18,2023
3535,대보마그네틱,2,0,0.07,2023
3536,DSR,2,0,0.26,2023
3537,대한화섬,2,0,0.12,2023
3538,동일고무벨트,2,0,0.2,2023
3539,리튬포어스,2,0,0.08,2023
3540,이루다,2,0,0.12,2023
3541,보락,2,0,0.22,2023
3542,동인기연,2,0,0.13,2023
3543,깨끗한나라,2,0,0.18,2023
3544,일성건설,2,0,0.21,2023
3545,아이앤씨,2,0,0.33,2023
3546,유니온,2,0,0.19,2023
3547,대덕전자1우,2,0,0.76,2023
3548,뉴파워프라즈마,2,0,0.07,2023
3549,보해양조,2,0,0.21,2023
3550,코오롱인더우,2,0,0.24,2023
3551,동양피스톤,2,0,0.24,2023
3552,텔코웨어,2,0,0.16,2023
3553,한국비엔씨,1,0,0.06,2023
3554,혜인,1,0,0.2,2023
3555,SG글로벌,1,0,0.21,2023
3556,현대건설우,1,0,0.27,2023
3557,한진중공업홀딩스,1,0,0.15,2023
3558,STX그린로지스,1,0,0.16,2023
3559,DSR제강,1,0,0.23,2023
3560,대우부품,1,0,0.2,2023
3561,SK우,1,0,0.17,2023
3562,하이드로리튬,1,0,0.05,2023
3563,사조씨푸드,1,0,0.21,2023
3564,와이엠텍,1,0,0.08,2023
3565,제이티,1,0,0.15,2023
3566,오션브릿지,1,0,0.1,2023
3567,가온그룹,1,0,0.15,2023
3568,삼성공조,1,0,0.18,2023
3569,인카금융서비스,1,0,0.08,2023
3570,디지털대성,1,0,0.08,2023
3571,태양금속,1,0,0.1,2023
3572,한양증권,1,0,0.11,2023
3573,두산퓨얼셀1우,1,0,0.13,2023
3574,두산우,1,0,0.06,2023
3575,한화솔루션우,1,0,0.17,2023
3576,형지엘리트,1,0,0.26,2023
3577,써니전자,1,0,0.13,2023
3578,셀리버리,1,0,0.05,2023
3579,상상인증권,1,0,0.13,2023
3580,핌스,1,0,0.12,2023
3581,삼표시멘트,1,0,0.03,2023
3582,압타바이오,1,0,0.05,2023
3583,우성,1,0,0.16,2023
3584,윌비스,1,0,0.23,2023
3585,비아이매트릭스,1,0,0.15,2023
3586,쎄트렉아이,1,0,0.03,2023
3587,비상교육,1,0,0.13,2023
3588,문배철강,1,0,0.14,2023
3589,동방아그로,1,0,0.1,2023
3590,동남합성,1,0,0.07,2023
3591,LX하우시스우,1,0,0.41,2023
3592,흥국에프엔비,1,0,0.1,2023
3593,파두,1,0,0.01,2023
3594,영화금속,1,0,0.17,2023
3595,KC그린홀딩스,1,0,0.1,2023
3596,위지윅스튜디오,1,0,0.01,2023
3597,와이투솔루션,1,0,0.07,2023
3598,모두투어리츠,1,0,0.08,2023
3599,진양화학,1,0,0.15,2023
3600,조흥,1,0,0.07,2023
3601,제일연마,1,0,0.08,2023
3602,갤럭시아에스엠,1,0,0.1,2023
3603,유엔젤,1,0,0.15,2023
3604,이지스레지던스리츠,1,0,0.06,2023
3605,사조오양,1,0,0.08,2023
3606,조광페인트,1,0,0.08,2023
3607,고려산업,1,0,0.08,2023
3608,방림,1,0,0.07,2023
3609,성안,1,0,0.06,2023
3610,인터지스,1,0,0.08,2023
3611,에넥스,1,0,0.17,2023
3612,호전실업,1,0,0.07,2023
3613,신송홀딩스,1,0,0.08,2023
3614,남성,1,0,0.07,2023
3615,대림B&Co,1,0,0.09,2023
3616,코스텍시스,1,0,0.07,2023
3617,금비,1,0,0.08,2023
3618,코미팜,1,0,0.02,2023
3619,국동,1,0,0.11,2023
3620,화인베스틸,1,0,0.15,2023
3621,티에이치엔,1,0,0.09,2023
3622,웰바이오텍,1,0,0.05,2023
3623,티웨이홀딩스,1,0,0.1,2023
3624,플레이그램,1,0,0.07,2023
3625,마니커,0,0,0.07,2023
3626,대호에이엘,0,0,0.06,2023
3627,아센디오,0,0,0.05,2023
3628,케이비아이동국실업,0,0,0.07,2023
3629,핸즈코퍼레이션,0,0,0.07,2023
3630,주연테크,0,0,0.12,2023
3631,대원화성,0,0,0.05,2023
3632,에쓰씨엔지니어링,0,0,0.07,2023
3633,미래산업,0,0,0.05,2023
3634,오리엔트바이오,0,0,0.05,2023
3635,서울식품,0,0,0.05,2023
3636,까뮤이앤씨,0,0,0.05,2023
3637,이오플로우,0,0,0.03,2023
3638,평화산업,0,0,0.05,2023
3639,NH프라임리츠,0,0,0.05,2023
3640,케이탑리츠,0,0,0.07,2023
3641,하이스틸,0,0,0.05,2023
3642,성보화학,0,0,0.06,2023
3643,MH에탄올,0,0,0.06,2023
3644,일진디스플,0,0,0.05,2023
3645,영흥,0,0,0.05,2023
3646,시디즈,0,0,0.05,2023
3647,서원,0,0,0.05,2023
3648,쌍방울,0,0,0.04,2023
3649,세원이앤씨,0,0,0.05,2023
3650,진양폴리,0,0,0.04,2023
3651,한일철강,0,0,0.04,2023
3652,한세엠케이,0,0,0.04,2023
3653,신세계건설,0,0,0.06,2023
3654,국일제지,0,0,0.03,2023
3655,레드캡투어,0,0,0.02,2023
3656,천일고속,0,0,0.04,2023
3657,다이나믹디자인,0,0,0.03,2023
3658,대한방직,0,0,0.06,2023
3659,에이엔피,0,0,0.04,2023
3660,태영건설,0,0,0.03,2023
3661,범양건영,0,0,0.04,2023
3662,인바이오젠,0,0,0.02,2023
3663,KH 필룩스,0,0,0.02,2023
3664,인디에프,0,0,0.04,2023
3665,대교우B,0,0,0.07,2023
3666,한국종합기술,0,0,0.03,2023
3667,GS우,0,0,0.03,2023
3668,우진플라임,0,0,0.03,2023
3669,모나미,0,0,0.03,2023
3670,진도,0,0,0.07,2023
3671,SJM,0,0,0.03,2023
3672,SJM홀딩스,0,0,0.03,2023
3673,전방,0,0,0.04,2023
3674,현대에이치티,0,0,0.03,2023
3675,평화홀딩스,0,0,0.03,2023
3676,대양금속,0,0,0.03,2023
3677,원림,0,0,0.03,2023
3678,한국전자홀딩스,0,0,0.03,2023
3679,세우글로벌,0,0,0.03,2023
3680,한화갤러리아우,0,0,0.09,2023
3681,영보화학,0,0,0.02,2023
3682,비비안,0,0,0.03,2023
3683,삼성물산우B,0,0,0.01,2023
3684,미래에셋맵스리츠,0,0,0.02,2023
3685,CS홀딩스,0,0,0.02,2023
3686,마스턴프리미어리츠,0,0,0.01,2023
3687,동원수산,0,0,0.03,2023
3688,LX홀딩스1우,0,0,0.06,2023
3689,에스메디,0,0,0.01,2023
3690,한솔PNS,0,0,0.03,2023
3691,삼화왕관,0,0,0.01,2023
3692,티케이케미칼,0,0,0,2023
3693,SHD,0,0,0.03,2023
3694,휴마시스,0,0,0,2023
3695,선도전기,0,0,0.01,2023
3696,코오롱글로벌우,0,0,0.03,2023
3697,비케이탑스,0,0,0.02,2023
3698,가온그룹배당(보),0,0,0,2023
3699,국보,0,0,0.01,2023
3700,페이퍼코리아,0,0,0,2023
3701,신풍,0,0,0,2023
3702,IHQ,0,0,0.02,2023
3703,MTRON,0,0,0,2023
3704,셀트리온헬스케어,0,0,1.11,2023
3705,제이더블유홀딩스무상(보),0,0,0,2023
3706,삼성전자,230421,16.7,7.26,2024
3707,SK하이닉스,95627,6.93,7.55,2024
3708,LG에너지솔루션,51706,3.75,6.35,2024
3709,삼성바이오로직스,46721,3.39,6.92,2024
3710,현대차,33529,2.43,7.55,2024
3711,기아,28589,2.07,7.14,2024
3712,NAVER,28134,2.04,8.94,2024
3713,셀트리온,27624,2,6.79,2024
3714,KB금융,27405,1.99,8.4,2024
3715,신한지주,20547,1.49,8.56,2024
3716,현대모비스,19937,1.44,9.06,2024
3717,HD현대중공업,16837,1.22,6.6,2024
3718,POSCO홀딩스,15628,1.13,7.46,2024
3719,하나금융지주,15081,1.09,9.25,2024
3720,삼성물산,14852,1.08,7.28,2024
3721,LG화학,14546,1.05,8.25,2024
3722,삼성생명,13400,0.97,7.07,2024
3723,메리츠금융지주,13180,0.95,6.65,2024
3724,삼성SDI,12598,0.91,7.41,2024
3725,삼성화재,11794,0.85,6.94,2024
3726,한화에어로스페이스,11063,0.8,7.44,2024
3727,HD한국조선해양,10583,0.77,6.55,2024
3728,HD현대일렉트릭,10556,0.76,7.67,2024
3729,SK텔레콤,10435,0.76,8.8,2024
3730,LG전자,10374,0.75,7.59,2024
3731,카카오,10196,0.74,6.02,2024
3732,크래프톤,10014,0.73,6.69,2024
3733,SK이노베이션,10006,0.72,5.92,2024
3734,한국전력,9662,0.7,7.5,2024
3735,KT&G,9517,0.69,7.09,2024
3736,삼성전기,9388,0.68,10.16,2024
3737,삼성에스디에스,9307,0.67,9.41,2024
3738,현대글로비스,8878,0.64,10.03,2024
3739,KT,8583,0.62,7.76,2024
3740,두산에너빌리티,8254,0.6,7.34,2024
3741,삼성중공업,8184,0.59,8.23,2024
3742,고려아연,8171,0.59,3.92,2024
3743,HMM,7940,0.58,5.11,2024
3744,우리금융지주,7808,0.57,6.84,2024
3745,SK스퀘어,7734,0.56,7.23,2024
3746,대한항공,7696,0.56,9.25,2024
3747,LG,7618,0.55,6.72,2024
3748,SK,7263,0.53,7.63,2024
3749,유한양행,6983,0.51,7.29,2024
3750,한화오션,6741,0.49,5.9,2024
3751,HD현대미포,6557,0.48,12.23,2024
3752,기업은행,6215,0.45,5.43,2024
3753,하이브,6054,0.44,7.52,2024
3754,포스코퓨처엠,5921,0.43,5.37,2024
3755,카카오뱅크,5780,0.42,5.76,2024
3756,SK바이오팜,5720,0.41,6.58,2024
3757,DB손해보험,5371,0.39,7.38,2024
3758,HD현대,5213,0.38,8.33,2024
3759,삼성증권,5191,0.38,13.37,2024
3760,HD현대마린솔루션,4912,0.36,6.85,2024
3761,삼양식품,4890,0.35,8.49,2024
3762,CJ제일제당,4813,0.35,12.51,2024
3763,LIG넥스원,4708,0.34,9.71,2024
3764,한국항공우주,4547,0.33,8.5,2024
3765,효성중공업,4506,0.33,12.29,2024
3766,LS ELECTRIC,4453,0.32,9.23,2024
3767,한미반도체,4443,0.32,5.57,2024
3768,현대로템,4374,0.32,8.07,2024
3769,LG생활건강,4284,0.31,9,2024
3770,오리온,4264,0.31,10.53,2024
3771,S-Oil,4228,0.31,6.85,2024
3772,한국금융지주,4169,0.3,10.49,2024
3773,포스코인터내셔널,4125,0.3,5.92,2024
3774,NH투자증권,3949,0.29,8.65,2024
3775,LS,3930,0.28,12.94,2024
3776,현대차2우B,3917,0.28,7.02,2024
3777,아모레퍼시픽,3895,0.28,6.35,2024
3778,키움증권,3863,0.28,13.02,2024
3779,한미약품,3813,0.28,10.61,2024
3780,한화시스템,3659,0.27,8.58,2024
3781,두산,3616,0.26,8.58,2024
3782,알테오젠,3615,0.26,2.19,2024
3783,CJ,3597,0.26,12.44,2024
3784,한국타이어앤테크놀로지,3383,0.25,7.11,2024
3785,코웨이,3307,0.24,6.69,2024
3786,LG이노텍,3307,0.24,8.62,2024
3787,엔씨소프트,3259,0.24,8.1,2024
3788,LG유플러스,3176,0.23,7.05,2024
3789,두산밥캣,3078,0.22,7.33,2024
3790,BNK금융지주,3038,0.22,9.17,2024
3791,삼성카드,2749,0.2,6.01,2024
3792,시프트업,2745,0.2,7.42,2024
3793,GS,2691,0.2,7.37,2024
3794,맥쿼리인프라,2590,0.19,5.1,2024
3795,미래에셋증권,2583,0.19,5.49,2024
3796,농심,2553,0.18,11.22,2024
3797,LG디스플레이,2532,0.18,5.55,2024
3798,한진칼,2407,0.17,4.78,2024
3799,한국가스공사,2361,0.17,7.37,2024
3800,현대오토에버,2306,0.17,6.67,2024
3801,넷마블,2290,0.17,5.15,2024
3802,코스맥스,2269,0.16,13.41,2024
3803,HL만도,2257,0.16,11.83,2024
3804,삼성E&A,2252,0.16,6.95,2024
3805,금호석유,2227,0.16,8.99,2024
3806,녹십자,2224,0.16,10.6,2024
3807,제일기획,2216,0.16,11.36,2024
3808,현대제철,2166,0.16,7.71,2024
3809,강원랜드,2161,0.16,6.33,2024
3810,KCC,2121,0.15,10.14,2024
3811,현대건설,2119,0.15,7.49,2024
3812,SKC,2119,0.15,5.33,2024
3813,CJ대한통운,2094,0.15,10.88,2024
3814,한올바이오파마,2075,0.15,10.27,2024
3815,에코프로머티,2071,0.15,4.51,2024
3816,JB금융지주,2033,0.15,6.41,2024
3817,삼성전자우,1982,0.14,0.54,2024
3818,한화엔진,1953,0.14,12.7,2024
3819,영원무역,1878,0.14,9.99,2024
3820,한전KPS,1866,0.14,9.4,2024
3821,엘앤에프,1862,0.13,6.33,2024
3822,카카오페이,1846,0.13,5.22,2024
3823,더존비즈온,1784,0.13,9.22,2024
3824,이마트,1769,0.13,10,2024
3825,SK바이오사이언스,1729,0.13,4.38,2024
3826,휠라홀딩스,1712,0.12,7.07,2024
3827,씨에스윈드,1648,0.12,9.33,2024
3828,한전기술,1645,0.12,8.12,2024
3829,두산로보틱스,1635,0.12,4.82,2024
3830,대웅제약,1632,0.12,11.15,2024
3831,한화솔루션,1629,0.12,5.88,2024
3832,리가켐바이오,1617,0.12,4.05,2024
3833,현대해상,1601,0.12,7.25,2024
3834,에이피알,1574,0.11,8.25,2024
3835,한국콜마,1546,0.11,11.88,2024
3836,롯데케미칼,1488,0.11,5.82,2024
3837,현대엘리베이,1483,0.11,7.24,2024
3838,리노공업,1477,0.11,5.06,2024
3839,F&F,1470,0.11,7.07,2024
3840,HDC현대산업개발,1464,0.11,12.31,2024
3841,HD현대인프라코어,1439,0.1,10.84,2024
3842,에스원,1414,0.1,6.29,2024
3843,이수페타시스,1401,0.1,8.09,2024
3844,DL이앤씨,1398,0.1,11.24,2024
3845,셀트리온(배당),1381,0.1,0,2024
3846,BGF리테일,1373,0.1,7.75,2024
3847,신세계,1364,0.1,10.42,2024
3848,포스코DX,1333,0.1,4.6,2024
3849,GS건설,1302,0.09,8.77,2024
3850,한미사이언스,1279,0.09,6.35,2024
3851,롯데지주,1241,0.09,5.42,2024
3852,한화,1205,0.09,5.98,2024
3853,HLB,1201,0.09,1.25,2024
3854,팬오션,1198,0.09,6.79,2024
3855,한온시스템,1196,0.09,5.59,2024
3856,코리안리,1186,0.09,7.66,2024
3857,파마리서치,1174,0.09,4.26,2024
3858,대한전선,1165,0.08,5.6,2024
3859,풍산,1155,0.08,8.26,2024
3860,GS리테일,1153,0.08,8.36,2024
3861,한화생명,1145,0.08,5.36,2024
3862,한화인더스트리얼솔루션즈,1136,0.08,7.12,2024
3863,에스엘,1133,0.08,8.1,2024
3864,일진전기,1115,0.08,8.58,2024
3865,한솔케미칼,1101,0.08,10.01,2024
3866,LX인터내셔널,1084,0.08,10.34,2024
3867,아모레G,1082,0.08,6.31,2024
3868,현대백화점,1070,0.08,10.01,2024
3869,산일전기,1034,0.07,4.95,2024
3870,DB하이텍,1021,0.07,6.94,2024
3871,HD현대건설기계,1019,0.07,9.54,2024
3872,에코프로비엠,1019,0.07,0.95,2024
3873,종근당,993,0.07,8.47,2024
3874,롯데쇼핑,978,0.07,6.39,2024
3875,DGB금융지주,974,0.07,7.03,2024
3876,경동나비엔,972,0.07,7.59,2024
3877,실리콘투,971,0.07,4.88,2024
3878,롯데칠성,956,0.07,9.2,2024
3879,휴젤,924,0.07,2.61,2024
3880,JYP Ent.,922,0.07,3.71,2024
3881,오뚜기,912,0.07,5.75,2024
3882,에이비엘바이오,896,0.06,6.21,2024
3883,OCI홀딩스,881,0.06,7.83,2024
3884,하이트진로,879,0.06,6.42,2024
3885,롯데정밀화학,853,0.06,8.41,2024
3886,펩트론,848,0.06,3.58,2024
3887,더블유게임즈,838,0.06,7.23,2024
3888,대상,828,0.06,12.44,2024
3889,세아제강지주,805,0.06,10.76,2024
3890,SK아이이테크놀로지,802,0.06,5,2024
3891,테크윙,801,0.06,5.57,2024
3892,코스모신소재,787,0.06,4.7,2024
3893,현대위아,784,0.06,7.63,2024
3894,롯데웰푸드,762,0.06,7.24,2024
3895,코스메카코리아,747,0.05,12.64,2024
3896,한국단자,741,0.05,10.63,2024
3897,하나투어,729,0.05,8.36,2024
3898,대우건설,727,0.05,5.64,2024
3899,삼성화재우,725,0.05,8.28,2024
3900,효성티앤씨,722,0.05,6.98,2024
3901,호텔신라,708,0.05,4.89,2024
3902,솔루엠,704,0.05,7.32,2024
3903,세방전지,700,0.05,6.96,2024
3904,DL,682,0.05,10.31,2024
3905,에스엠,675,0.05,3.82,2024
3906,한국앤컴퍼니,656,0.05,4.09,2024
3907,에코프로,652,0.05,0.85,2024
3908,이노션,646,0.05,8.33,2024
3909,클래시스,645,0.05,2.07,2024
3910,동아쏘시오홀딩스,628,0.05,9.01,2024
3911,롯데렌탈,626,0.05,5.75,2024
3912,동원시스템즈,626,0.05,5.35,2024
3913,대웅,626,0.05,4.98,2024
3914,HK이노엔,624,0.05,6.14,2024
3915,롯데에너지머티리얼즈,619,0.04,5.68,2024
3916,한샘,616,0.04,5.5,2024
3917,SK가스,615,0.04,3.22,2024
3918,LX세미콘,613,0.04,6.62,2024
3919,한세실업,610,0.04,10.75,2024
3920,DN오토모티브,609,0.04,5.63,2024
3921,루닛,608,0.04,3.3,2024
3922,에스티팜,605,0.04,3.38,2024
3923,TKG휴켐스,596,0.04,8.55,2024
3924,대덕전자,572,0.04,7.47,2024
3925,녹십자홀딩스,560,0.04,6.88,2024
3926,에스디바이오센서,558,0.04,4.36,2024
3927,두산퓨얼셀,558,0.04,5.33,2024
3928,영원무역홀딩스,546,0.04,4.81,2024
3929,이오테크닉스,535,0.04,3.12,2024
3930,SK오션플랜트,530,0.04,6.95,2024
3931,오리온홀딩스,528,0.04,5.59,2024
3932,STX엔진,517,0.04,11.19,2024
3933,ESR켄달스퀘어리츠,517,0.04,5.7,2024
3934,SK리츠,508,0.04,4.2,2024
3935,HS효성첨단소재,499,0.04,6.37,2024
3936,DI동일,498,0.04,4.73,2024
3937,GKL,491,0.04,7.18,2024
3938,SK네트웍스,491,0.04,5.35,2024
3939,LS에코에너지,488,0.04,5.14,2024
3940,덴티움,485,0.04,7.03,2024
3941,세아베스틸지주,470,0.03,6.64,2024
3942,한화투자증권,461,0.03,6.39,2024
3943,다우기술,457,0.03,5.71,2024
3944,효성,455,0.03,5.8,2024
3945,에스에프에이,454,0.03,6.48,2024
3946,코오롱인더,440,0.03,5.89,2024
3947,비에이치,436,0.03,7.28,2024
3948,SK케미칼,436,0.03,5.7,2024
3949,SNT모티브,434,0.03,7.36,2024
3950,ISC,413,0.03,2.7,2024
3951,KCC글라스,412,0.03,6.87,2024
3952,대주전자재료,410,0.03,3.54,2024
3953,보령,409,0.03,4.58,2024
3954,파크시스템스,406,0.03,2.75,2024
3955,동서,406,0.03,1.49,2024
3956,삼천당제약,405,0.03,1.16,2024
3957,NHN,405,0.03,6.78,2024
3958,현대차우,403,0.03,1.11,2024
3959,대한유화,403,0.03,7.99,2024
3960,성광벤드,401,0.03,6.18,2024
3961,엠로,401,0.03,5.11,2024
3962,케이씨텍,398,0.03,7.33,2024
3963,넥센타이어,394,0.03,6.71,2024
3964,SOOP,392,0.03,3.75,2024
3965,동아에스티,391,0.03,7.25,2024
3966,와이지엔터테인먼트,386,0.03,4.51,2024
3967,GS피앤엘,379,0.03,8.61,2024
3968,HD현대마린엔진,379,0.03,4.57,2024
3969,PI첨단소재,375,0.03,7.56,2024
3970,HPSP,367,0.03,1.69,2024
3971,제주항공,366,0.03,6.06,2024
3972,솔브레인,365,0.03,2.84,2024
3973,브이티,361,0.03,2.52,2024
3974,티씨케이,360,0.03,4.35,2024
3975,아이에스동서,355,0.03,5.62,2024
3976,SBS,350,0.03,8.52,2024
3977,TCC스틸,347,0.03,4.86,2024
3978,화승엔터프라이즈,344,0.02,6.56,2024
3979,피에스케이,342,0.02,7.15,2024
3980,덕산네오룩스,339,0.02,4.92,2024
3981,OCI,326,0.02,6.23,2024
3982,대신증권,325,0.02,3.99,2024
3983,원익QnC,319,0.02,6.81,2024
3984,대한해운,315,0.02,5.86,2024
3985,한일시멘트,315,0.02,3.13,2024
3986,원익IPS,313,0.02,2.86,2024
3987,롯데관광개발,311,0.02,5.32,2024
3988,JW중외제약,307,0.02,5.5,2024
3989,LG전자우,304,0.02,4.29,2024
3990,보로노이,304,0.02,2.07,2024
3991,유니드,303,0.02,6.2,2024
3992,KG모빌리티,301,0.02,4.07,2024
3993,두산테스나,297,0.02,6.14,2024
3994,동양생명,297,0.02,4.1,2024
3995,삼양홀딩스,287,0.02,5.12,2024
3996,솔루스첨단소재,281,0.02,4.88,2024
3997,HDC,280,0.02,3.93,2024
3998,해성디에스,277,0.02,6.96,2024
3999,아시아나항공,276,0.02,1.29,2024
4000,코스모화학,275,0.02,4.68,2024
4001,동국제약,273,0.02,3.72,2024
4002,동진쎄미켐,271,0.02,2.52,2024
4003,메디톡스,268,0.02,2.94,2024
4004,동원F&B,263,0.02,4.39,2024
4005,CJ CGV,262,0.02,2.99,2024
4006,태영건설,260,0.02,3.75,2024
4007,미래에셋생명,255,0.02,2.74,2024
4008,에스앤에스텍,255,0.02,4.65,2024
4009,명신산업,255,0.02,4.71,2024
4010,SNT에너지,253,0.02,5.13,2024
4011,진에어,252,0.02,5.01,2024
4012,피에스케이홀딩스,250,0.02,3.04,2024
4013,레인보우로보틱스,246,0.02,0.78,2024
4014,CJ ENM,246,0.02,2.09,2024
4015,율촌화학,244,0.02,4.75,2024
4016,동원산업,243,0.02,1.83,2024
4017,동국제강,242,0.02,6.09,2024
4018,유진테크,239,0.02,3.33,2024
4019,KG스틸,238,0.02,4.31,2024
4020,후성,234,0.02,4.4,2024
4021,씨앤씨인터내셔널,232,0.02,5.08,2024
4022,한국카본,232,0.02,3.8,2024
4023,인터로조,231,0.02,7.01,2024
4024,젬백스,229,0.02,3.87,2024
4025,빙그레,226,0.02,2.82,2024
4026,일진하이솔루스,223,0.02,3.78,2024
4027,삼아알미늄,222,0.02,4.46,2024
4028,NICE평가정보,222,0.02,3.06,2024
4029,현대지에프홀딩스,221,0.02,2.91,2024
4030,금호타이어,220,0.02,1.61,2024
4031,비에이치아이,220,0.02,4.61,2024
4032,하이록코리아,220,0.02,7.1,2024
4033,한섬,220,0.02,6.38,2024
4034,현대홈쇼핑,217,0.02,3.98,2024
4035,드림텍,216,0.02,4.32,2024
4036,제이알글로벌리츠,215,0.02,3.95,2024
4037,한글과컴퓨터,207,0.02,4.06,2024
4038,LG화학우,207,0.02,1.7,2024
4039,하나머티리얼즈,207,0.01,4.55,2024
4040,동성화인텍,206,0.01,4.6,2024
4041,서진시스템,204,0.01,1.35,2024
4042,넥슨게임즈,199,0.01,2.26,2024
4043,주성엔지니어링,198,0.01,1.42,2024
4044,올릭스,197,0.01,5.53,2024
4045,나노신소재,196,0.01,2.77,2024
4046,펄어비스,195,0.01,1.09,2024
4047,삼화전기,193,0.01,9.37,2024
4048,태광,191,0.01,4.09,2024
4049,SK디스커버리,187,0.01,2.56,2024
4050,쿠쿠홈시스,186,0.01,4.02,2024
4051,HL홀딩스,184,0.01,5.46,2024
4052,현대그린푸드,183,0.01,3.74,2024
4053,아모레퍼시픽우,182,0.01,5.36,2024
4054,이수스페셜티케미컬,182,0.01,1.91,2024
4055,현대코퍼레이션,181,0.01,7.18,2024
4056,삼화콘덴서,179,0.01,6.26,2024
4057,에스티아이,178,0.01,6.45,2024
4058,국도화학,178,0.01,6.26,2024
4059,엔켐,174,0.01,0.62,2024
4060,원익머트리얼즈,171,0.01,7.87,2024
4061,세진중공업,166,0.01,3.46,2024
4062,바디텍메드,166,0.01,4.2,2024
4063,컴투스,166,0.01,2.8,2024
4064,가온전선,165,0.01,3.09,2024
4065,위메이드,164,0.01,1.38,2024
4066,이녹스첨단소재,163,0.01,4,2024
4067,스튜디오드래곤,160,0.01,1.24,2024
4068,인텔리안테크,157,0.01,3.9,2024
4069,SNT다이내믹스,153,0.01,2.46,2024
4070,아세아시멘트,152,0.01,3.9,2024
4071,신성델타테크,149,0.01,0.47,2024
4072,펌텍코리아,149,0.01,2.76,2024
4073,디아이,147,0.01,3.6,2024
4074,LX하우시스,147,0.01,5.15,2024
4075,풀무원,144,0.01,3.53,2024
4076,롯데손해보험,142,0.01,2.27,2024
4077,LG생활건강우,140,0.01,4.84,2024
4078,뷰노,138,0.01,4.12,2024
4079,미래에셋증권2우B,137,0.01,2.52,2024
4080,삼양사,136,0.01,2.77,2024
4081,디어유,135,0.01,1.58,2024
4082,하나마이크론,129,0.01,2.11,2024
4083,파라다이스,129,0.01,1.46,2024
4084,세경하이테크,129,0.01,4.35,2024
4085,신영증권,127,0.01,1.02,2024
4086,종근당홀딩스,127,0.01,5.3,2024
