번호,종목명,평가액(억 원),자산군 내 비중(퍼센트),지분율(퍼센트),기준일
4760,유니테스트,2,0,0.09,2024
4761,넥센타이어1우B,2,0,0.92,2024
4762,삼원강재,2,0,0.18,2024
4763,DSR,2,0,0.27,2024
4764,코세스,2,0,0.15,2024
4765,휴비츠,2,0,0.16,2024
4766,성창기업지주,2,0,0.17,2024
4767,동일산업,2,0,0.16,2024
4768,팬엔터테인먼트,1,0,0.26,2024
4769,페이퍼코리아,1,0,0.1,2024
4770,파세코,1,0,0.16,2024
4771,신테카바이오,1,0,0.18,2024
4772,형지엘리트,1,0,0.2,2024
4773,노머스,1,0,0.06,2024
4774,SH에너지화학,1,0,0.24,2024
4775,디케이티,1,0,0.09,2024
4776,코스텍시스,1,0,0.36,2024
4777,디지털대성,1,0,0.07,2024
4778,인팩,1,0,0.24,2024
4779,제너셈,1,0,0.23,2024
4780,팜젠사이언스,1,0,0.18,2024
4781,금화피에스시,1,0,0.09,2024
4782,한솔홈데코,1,0,0.26,2024
4783,제일연마,1,0,0.15,2024
4784,보락,1,0,0.2,2024
4785,네패스,1,0,0.09,2024
4786,영보화학,1,0,0.18,2024
4787,인터지스,1,0,0.18,2024
4788,조비,1,0,0.24,2024
4789,푸른소나무,1,0,0.06,2024
4790,브릿지바이오테라퓨틱스,1,0,0.07,2024
4791,대덕전자1우,1,0,0.75,2024
4792,사조오양,1,0,0.17,2024
4793,시노펙스무상(보),1,0,0,2024
4794,문배철강,1,0,0.26,2024
4795,현대건설우,1,0,0.27,2024
4796,한국제지,1,0,0.08,2024
4797,세원정공,1,0,0.17,2024
4798,영풍제지,1,0,0.19,2024
4799,혜인,1,0,0.19,2024
4800,오리엔트바이오,1,0,0.06,2024
4801,새론오토모티브,1,0,0.18,2024
4802,계양전기,1,0,0.28,2024
4803,동방아그로,1,0,0.14,2024
4804,와이투솔루션,1,0,0.15,2024
4805,써니전자,1,0,0.15,2024
4806,셀리버리,1,0,0.04,2024
4807,우성,1,0,0.24,2024
4808,깨끗한나라,1,0,0.13,2024
4809,한국비엔씨,1,0,0.04,2024
4810,광명전기,1,0,0.15,2024
4811,보해양조,1,0,0.15,2024
4812,에이프로젠바이오로직스,1,0,0.08,2024
4813,동양피스톤,1,0,0.17,2024
4814,신송홀딩스,1,0,0.14,2024
4815,진양화학,1,0,0.15,2024
4816,지엔씨에너지,1,0,0.07,2024
4817,핌스,1,0,0.26,2024
4818,HL D&I,1,0,0.12,2024
4819,한컴라이프케어,1,0,0.11,2024
4820,LK삼양,1,0,0.07,2024
4821,유유제약,1,0,0.12,2024
4822,아모그린텍,1,0,0.09,2024
4823,DSR제강,1,0,0.17,2024
4824,태웅로직스,1,0,0.08,2024
4825,코오롱인더우,1,0,0.17,2024
4826,CS홀딩스,1,0,0.1,2024
4827,세코닉스,1,0,0.1,2024
4828,대한항공우,1,0,0.32,2024
4829,만호제강,1,0,0.07,2024
4830,인카금융서비스,1,0,0.03,2024
4831,대호에이엘,1,0,0.09,2024
4832,에넥스,1,0,0.22,2024
4833,LX하우시스우,1,0,0.35,2024
4834,한국종합기술,1,0,0.12,2024
4835,한창제지,1,0,0.18,2024
4836,웅진,1,0,0.11,2024
4837,텔코웨어,1,0,0.08,2024
4838,부국철강,1,0,0.15,2024
4839,유니온,1,0,0.09,2024
4840,코오롱티슈진,1,0,0,2024
4841,하이트론,1,0,0.08,2024
4842,정다운,1,0,0.08,2024
4843,에이플러스에셋,1,0,0.07,2024
4844,한화솔루션우,1,0,0.17,2024
4845,씨티알모빌리티,1,0,0.13,2024
4846,한솔로지스틱스,1,0,0.11,2024
4847,삼성공조,1,0,0.09,2024
4848,갤럭시아에스엠,1,0,0.12,2024
4849,영화금속,1,0,0.13,2024
4850,에스엠벡셀,1,0,0.04,2024
4851,신세계건설,1,0,0.04,2024
4852,조광페인트,1,0,0.08,2024
4853,한국전자금융,1,0,0.03,2024
4854,STX그린로지스,1,0,0.09,2024
4855,인디에프,1,0,0.08,2024
4856,동남합성,1,0,0.05,2024
4857,티웨이홀딩스,0,0,0.06,2024
4858,동성케미컬배당(보),0,0,0,2024
4859,화인베스틸,0,0,0.15,2024
4860,케이비아이동국실업,0,0,0.07,2024
4861,엔케이맥스,0,0,0.02,2024
4862,이지스레지던스리츠,0,0,0.02,2024
4863,제테마,0,0,0.01,2024
4864,유성기업,0,0,0.06,2024
4865,상상인증권,0,0,0.06,2024
4866,쌍방울,0,0,0.04,2024
4867,SJM,0,0,0.07,2024
4868,세원이앤씨,0,0,0.04,2024
4869,현대사료,0,0,0.02,2024
4870,잉글우드랩,0,0,0.02,2024
4871,국일제지,0,0,0,2024
4872,코윈테크배당(보),0,0,0,2024
4873,에프에스티배당(보),0,0,0,2024
4874,이엔플러스,0,0,0.03,2024
4875,삼화왕관,0,0,0.04,2024
4876,비상교육,0,0,0.04,2024
4877,주연테크,0,0,0.11,2024
4878,인바이오젠,0,0,0.02,2024
4879,KH 필룩스,0,0,0.02,2024
4880,플리토,0,0,0.02,2024
4881,신한글로벌액티브리츠,0,0,0.02,2024
4882,대교우B,0,0,0.07,2024
4883,코아스템켐온,0,0,0.02,2024
4884,삼정펄프,0,0,0.03,2024
4885,진도,0,0,0.08,2024
4886,온타이드,0,0,0.06,2024
4887,IHQ,0,0,0.02,2024
4888,전방,0,0,0.04,2024
4889,KCI,0,0,0.02,2024
4890,티에이치엔,0,0,0.02,2024
4891,NH프라임리츠,0,0,0.01,2024
4892,원림,0,0,0.02,2024
4893,LX홀딩스1우,0,0,0.06,2024
4894,한화갤러리아우,0,0,0.09,2024
4895,성보화학,0,0,0.01,2024
4896,평화홀딩스,0,0,0.01,2024
4897,선도전기,0,0,0.01,2024
4898,MH에탄올,0,0,0.01,2024
4899,영풍정밀,0,0,0,2024
4900,코오롱글로벌우,0,0,0.03,2024
4901,코퍼스코리아,0,0,0.01,2024
4902,마니커,0,0,0.01,2024
4903,핸즈코퍼레이션,0,0,0.01,2024
4904,국보,0,0,0.01,2024
4905,메타케어,0,0,0,2024
