종목명,섹터,변동일자,매수매도,기준주가,90일후_주가,180일후_주가,270일후_주가,360일후_주가
화신,정보기술,2022-06-30,매수,8717.32,8268.36,7033.72,10484.22,15404.03
신세계인터내셔날,기타,2022-06-30,매도,26907.96,23873.57,23338.09,18834.24,15513.23
한세실업,기타,2022-06-30,매도,14642.89,12612.76,14383.73,13430.75,16396.56
두산퓨얼셀,에너지 / 유틸리티,2022-06-30,매도,30050.0,29500.0,30600.0,33300.0,28650.0
DL,소재,2022-06-29,매수,64878.1,58980.09,57763.04,49000.4,41578.98
하나투어,기타,2022-06-29,매도,48220.42,51843.43,50808.28,50722.02,44683.68
한전KPS,통신서비스,2022-06-28,매도,31179.02,28771.06,28895.61,31042.89,28283.52
고려아연,소재,2022-06-28,매도,448345.97,530475.44,506240.5,490388.59,452702.22
해성디에스,정보기술,2022-06-23,매수,54411.53,47655.73,35148.38,42286.81,53232.73
이녹스첨단소재,정보기술,2022-06-22,매수,32261.78,33832.04,28788.16,36047.25,39859.48
포스코인터내셔널,기타,2022-06-21,매수,18717.2,21289.71,20757.46,19142.09,34955.12
삼양식품,필수소비재,2022-06-21,매수,94950.32,106002.01,115726.98,111199.52,111688.09
하나머티리얼즈,정보기술,2022-06-21,매도,50533.26,33709.94,34194.98,38454.8,50098.87
오스코텍,기타,2022-06-21,매도,23362.68,17629.51,18150.0,18950.0,22950.0
동원시스템즈,기타,2022-06-20,매수,46966.33,47442.35,42482.89,37295.23,38671.27
롯데지주,금융,2022-06-20,매수,29211.02,32625.83,26495.63,24569.59,23966.13
한화시스템,정보기술,2022-06-20,매수,13441.73,13064.42,10659.05,11740.61,13891.93
진에어,산업재,2022-06-20,매도,14200.0,16800.0,15400.0,15770.0,15590.0
제주항공,산업재,2022-06-20,매도,14727.89,12801.28,13700.0,14760.0,13740.0
DB하이텍,정보기술,2022-06-20,매도,51119.63,38708.82,37739.95,46098.94,61274.38
한일시멘트,기타,2022-06-17,매수,12212.05,11693.24,9937.26,9086.43,10876.94
카카오,통신서비스,2022-06-17,매도,71833.63,67057.99,58402.14,59163.84,56374.97
원익머트리얼즈,소재,2022-06-16,매수,36315.94,26373.4,28193.86,24649.0,26806.99
효성중공업,에너지 / 유틸리티,2022-06-16,매수,54201.94,64171.22,79076.75,69591.41,91368.98
현대로템,정보기술,2022-06-16,매수,19670.24,28192.35,27746.43,24327.67,31858.85
와이지엔터테인먼트,기타,2022-06-16,매도,48190.43,52642.55,43298.0,53723.8,81963.23
SK하이닉스,정보기술,2022-06-15,매도,94213.95,91518.76,78583.28,82003.46,112059.45
LX하우시스,기타,2022-06-15,매도,43035.43,39240.91,31420.49,31663.74,42373.54
유니드,소재,2022-06-14,매수,134044.89,120755.97,86300.27,72029.03,61327.04
세아제강,소재,2022-06-13,매수,140463.78,141299.86,118725.33,118638.03,127717.02
레이,헬스케어,2022-06-13,매수,16850.0,22850.0,22150.0,28750.0,35100.0
풍산,소재,2022-06-13,매도,25949.41,25110.91,27847.07,34697.48,37744.31
에스티팜,기타,2022-06-10,매수,96391.41,92872.05,80163.25,78547.63,84052.84
한화에어로스페이스,정보기술,2022-06-10,매수,62654.09,86507.18,71135.18,104530.38,117314.66
진성티이씨,산업재,2022-06-09,매수,11062.03,8840.48,13027.6,11497.57,11133.01
에스엘,정보기술,2022-06-08,매수,27632.63,34475.0,23334.22,24738.34,33554.19
SK텔레콤,통신서비스,2022-06-08,매도,45179.52,41952.81,41894.61,39103.29,42531.46
쿠쿠홈시스,기타,2022-06-03,매도,27510.87,27767.58,27553.66,26199.65,22044.45
심텍,정보기술,2022-06-02,매도,45870.38,37596.29,32080.23,28168.66,30729.45
현대백화점,기타,2022-05-31,매수,71682.81,55440.76,53626.0,50651.34,48053.83
부광약품,기타,2022-05-31,매도,10345.59,8450.51,7618.99,8063.76,7493.3
LG디스플레이,정보기술,2022-05-31,매도,16232.16,13893.23,13706.12,14220.68,14482.64
코스모신소재,소재,2022-05-27,매수,52720.36,60603.78,56662.07,71936.2,174913.34
삼성전기,정보기술,2022-05-27,매도,142623.86,130698.77,127359.75,145202.7,138611.41
SK가스,기타,2022-05-26,매수,107771.41,104011.95,101064.24,111307.12,112805.32
오리온,필수소비재,2022-05-26,매수,88381.28,94260.92,102193.77,114240.98,118754.2
지누스,기타,2022-05-26,매도,43338.16,32721.77,24675.85,26283.68,25553.58
한국카본,소재,2022-05-25,매수,12402.83,15371.85,11445.08,11365.72,11007.21
대우건설,산업재,2022-05-25,매수,6540.0,5140.0,4750.0,4480.0,4395.0
대한해운,산업재,2022-05-25,매수,3025.0,2350.0,2110.0,2270.0,2025.0
한미반도체,산업재,2022-05-25,매도,14092.63,11768.08,12688.21,15055.17,25748.38
하이록코리아,소재,2022-05-24,매수,15692.26,20550.41,18357.8,21257.04,19087.05
태광,소재,2022-05-24,매수,11292.97,16845.34,16374.8,14740.48,16728.07
카카오뱅크,금융,2022-05-24,매수,37871.48,26961.8,25808.35,25261.9,24297.71
후성,소재,2022-05-20,매도,25906.05,16022.82,13826.54,12360.0,12830.0
피에스케이,산업재,2022-05-19,매수,21741.44,16768.66,17254.38,17193.12,18140.92
SKC,소재,2022-05-19,매수,151188.38,132907.42,114132.4,91800.0,92300.0
LG전자,정보기술,2022-05-19,매도,97462.32,99382.77,92757.25,103745.19,107906.6
SK케미칼,기타,2022-05-19,매도,115421.7,100700.98,102126.0,79370.75,70220.0
두산,정보기술,2022-05-18,매도,74885.89,78506.32,86890.49,85336.3,91975.74
종근당,기타,2022-05-13,매도,76383.12,76050.67,70398.82,72753.76,76903.55
LG유플러스,통신서비스,2022-05-13,매도,10973.06,10164.37,9796.98,9183.11,9436.55
신세계푸드,기타,2022-05-13,매도,62203.53,57510.65,45272.39,46910.58,42238.21
팬오션,산업재,2022-05-12,매수,6792.41,4946.36,4160.24,5427.2,4720.49
한미약품,기타,2022-05-12,매수,276546.34,305056.25,248036.39,258758.34,312160.59
한국가스공사,에너지 / 유틸리티,2022-05-12,매수,41213.05,35438.57,33529.27,29990.07,25240.09
이수페타시스,정보기술,2022-05-12,매수,6746.45,6648.96,5635.04,7431.76,9552.28
롯데렌탈,정보기술,2022-05-11,매수,33403.54,33146.59,25395.26,24846.85,23564.72
롯데관광개발,기타,2022-05-11,매도,15250.0,12000.0,10300.0,14060.0,10860.0
인터로조,헬스케어,2022-05-10,매수,29143.8,25455.29,22449.83,28002.92,34003.55
종근당홀딩스,기타,2022-05-09,매도,59122.87,54893.38,46524.39,51667.41,47792.35
풀무원,필수소비재,2022-05-09,매도,14935.37,13727.01,10488.59,10836.04,9870.46
대동,산업재,2022-05-04,매수,16084.17,11543.89,11060.89,12182.32,10419.73
한국콜마,소재,2022-05-04,매수,42760.93,36167.62,32727.64,42961.36,39143.64
현대오토에버,정보기술,2022-05-03,매수,132630.61,119175.32,113889.32,101483.39,119369.35
LX인터내셔널,기타,2022-05-02,매수,30604.04,26425.34,32355.12,30143.42,25212.42
SNT모티브,정보기술,2022-05-02,매수,20679.64,18465.39,18741.3,19288.3,21025.99
두산에너빌리티,산업재,2022-05-02,매도,20450.0,18750.0,13250.0,16280.0,16930.0
대웅제약,기타,2022-04-29,매수,180787.89,190173.06,161523.59,149054.62,106510.09
한미사이언스,금융,2022-04-28,매수,48863.88,38814.88,30051.76,29510.53,42897.75
미래에셋증권,금융,2022-04-28,매도,7262.23,5932.65,5611.72,6497.22,6487.76
대덕전자,정보기술,2022-04-25,매수,29154.82,27320.89,23606.0,19045.63,21300.41
상아프론테크,기타,2022-04-25,매도,36235.89,29267.45,24269.39,29178.95,32614.62
CJ제일제당,필수소비재,2022-04-22,매수,381367.75,369372.75,374464.97,323140.16,299284.59
BNK금융지주,금융,2022-04-21,매도,6126.93,5082.74,4967.58,6083.98,5655.41
자화전자,정보기술,2022-04-20,매수,31700.0,26450.0,20350.0,24300.0,30200.0
HDC,금융,2022-04-18,매도,6282.38,5754.45,4997.75,5419.38,6275.08
한화투자증권,금융,2022-04-15,매수,4995.0,3070.0,2390.0,2600.0,2745.0
현대홈쇼핑,기타,2022-04-15,매도,47711.29,40918.77,37236.09,47852.37,41389.3
환인제약,기타,2022-04-15,매도,16333.39,15464.1,15601.36,16384.71,15295.5
한화,소재,2022-04-15,매도,27579.09,21354.48,22172.31,24982.98,23862.25
SK텔레콤,통신서비스,2022-04-15,매도,47917.67,44896.86,40523.06,39652.84,40983.29
서흥,소재,2022-04-15,매도,36559.18,30923.76,29787.21,30955.38,27984.43
리노공업,정보기술,2022-04-12,매수,33054.12,24367.54,25890.51,31018.32,26518.75
성광벤드,소재,2022-04-08,매수,8303.95,10126.77,14611.48,12581.86,12193.23
현대코퍼레이션,기타,2022-04-07,매수,14337.26,13157.06,14162.42,14075.38,14736.15
유진테크,산업재,2022-04-06,매도,43068.71,28028.85,20655.4,21923.45,30416.31
삼성증권,금융,2022-04-06,매도,32331.33,27378.62,24525.85,25321.68,26237.93
키움증권,금융,2022-04-04,매도,85417.02,66548.78,65783.85,71081.5,86106.14
