종목명,섹터,변동일자,매수매도,90일_수익률,90일_시장수익률,90일_초과수익률,180일_수익률,180일_시장수익률,180일_초과수익률,270일_수익률,270일_시장수익률,270일_초과수익률,360일_수익률,360일_시장수익률,360일_초과수익률
아모레퍼시픽,소재,2025-02-06,매수,-0.018151364935602397,0.02825265472553464,-0.04640401966113704,0.013056522627142002,0.26412536494776784,-0.2510688423206258,0.012256325232506528,0.5585926913435005,-0.546336366110994,0.09867821136902045,1.0061654229698433,-0.9074872116008229
더존비즈온,정보기술,2025-02-05,매수,-0.1859092890753018,0.03907911776352723,-0.22498840683882904,-0.09560437943330174,0.27926049599288577,-0.3748648754261875,0.11600519093453972,0.5756614389806547,-0.459656248046115,0.12678787740196648,1.028135711623988,-0.9013478342220215
씨에스윈드,소재,2025-02-05,매도,0.09529704134442273,0.03907911776352723,0.056217923580895494,0.1571781752998454,0.27926049599288577,-0.12208232069304037,0.05198016836473369,0.5756614389806547,-0.523681270615921,0.04811853830950686,1.028135711623988,-0.9800171733144811
한화,소재,2025-02-04,매수,0.7247097698722281,0.038514109490583474,0.6861956603816447,1.8789386692107677,0.2934774631623289,1.5854612060484388,1.8822552297885395,0.5931724361687287,1.2890827936198108,2.930348302323614,1.0806667819642337,1.8496815203593804
동아에스티,기타,2025-02-04,매도,-0.021549308857035487,0.038514109490583474,-0.06006341834761896,-0.04653111129863483,0.2934774631623289,-0.3400085744609638,0.06172304794814886,0.5931724361687287,-0.5314493882205799,0.19079531807805683,1.0806667819642337,-0.8898714638861769
두산에너빌리티,산업재,2025-02-03,매수,0.19271948608137046,0.05025370150702704,0.14246578457434342,1.8436830835117772,0.3080992170328071,1.53558386647897,2.3961456102783725,0.6408036151059472,1.7553419951724254,3.132762312633833,1.1887569854842803,1.9440053271495528
제주항공,산업재,2025-02-03,매도,-0.03506311360448808,0.05025370150702704,-0.08531681511151512,-0.028050490883590462,0.3080992170328071,-0.3361497079163976,-0.2482468443197756,0.6408036151059472,-0.8890504594257228,-0.22861150070126227,1.1887569854842803,-1.4173684861855427
삼화전기,정보기술,2025-02-03,매도,-0.13767019667170954,0.05025370150702704,-0.1879238981787366,-0.15279878971255673,0.3080992170328071,-0.46089800674536385,0.046898638426626324,0.6408036151059472,-0.5939049766793209,0.7413319336811881,1.1887569854842803,-0.4474250518030922
SNT모티브,정보기술,2025-01-31,매수,0.11456854537767938,0.022416223683337684,0.0921523216943417,0.35584152482302683,0.27037338616417883,0.085468138658848,0.36175115779705336,0.6770955086669302,-0.3153443508698769,0.48584864456964694,1.0753244934511657,-0.5894758488815187
씨앤씨인터내셔널,소재,2025-01-23,매도,-0.13288590604026845,0.019848988401648497,-0.15273489444191696,0.056375838926174496,0.27590252077775523,-0.21952668185158075,0.04697986577181208,0.5669273593584749,-0.5199474935866628,-0.13020134228187918,0.9837367048134474,-1.1139380470953266
에스티아이,산업재,2025-01-22,매수,-0.07064016569606212,0.0007067162872943089,-0.07134688198335642,-0.19602650097060456,0.25479964166714114,-0.4508261426377457,0.06622512825845812,0.5475057506366006,-0.48128062237814245,0.31336661120354964,0.9591488655253002,-0.6457822543217506
이노션,기타,2025-01-22,매도,0.01990352909012742,0.0007067162872943089,0.01919681280283311,0.14299528895173066,0.25479964166714114,-0.11180435271541048,0.006222612137221854,0.5475057506366006,-0.5412831384993787,0.0768648445356432,0.9591488655253002,-0.882284020989657
DB손해보험,금융,2025-01-21,매도,0.006609503343890524,0.011227038280851642,-0.0046175349369611185,0.5456177828964155,0.26926605784783975,0.27635172504857575,0.5225832578412302,0.5653467361512203,-0.042763478309990166,0.4857280364796569,0.9668271337253176,-0.4810990972456607
삼양홀딩스,금융,2025-01-21,매도,-0.037094318541132355,0.011227038280851642,-0.048321356821984,0.36785160215457385,0.26926605784783975,0.09858554430673411,0.6197835672139392,0.5653467361512203,0.054436831062718904,-0.13314090343433746,0.9668271337253176,-1.099968037159655
LX인터내셔널,기타,2025-01-21,매도,0.1119769177161889,0.011227038280851642,0.10074987943533725,0.4239246107847596,0.26926605784783975,0.15465855293691988,0.2796222930453985,0.5653467361512203,-0.28572444310582185,0.5215409862713327,0.9668271337253176,-0.44528614745398487
한화엔진,산업재,2025-01-21,매도,0.11958762886597939,0.011227038280851642,0.10836059058512774,0.47010309278350515,0.26926605784783975,0.2008370349356654,1.0164948453608247,0.5653467361512203,0.45114810920960435,1.1567010309278352,0.9668271337253176,0.18987389720251757
롯데정밀화학,소재,2025-01-20,매수,-0.13265982473174107,0.010416459789045375,-0.14307628452078644,0.07403088940087041,0.26824864066265425,-0.19421775126178384,0.21858756827558612,0.5259855892076486,-0.3073980209320625,0.12221644902577565,0.9483462949731766,-0.8261298459474009
진에어,산업재,2025-01-20,매도,-0.1205179282868526,0.010416459789045375,-0.13093438807589797,-0.09561752988047809,0.26824864066265425,-0.3638661705431323,-0.26693227091633465,0.5259855892076486,-0.7929178601239832,-0.31772908366533864,0.9483462949731766,-1.2660753786385153
풍산,소재,2025-01-17,매도,0.038465381342645245,0.0007965008526612735,0.03766888048998397,1.893134611698995,0.25614308417552195,1.6369915275234732,1.2412922744513861,0.511636332783532,0.7296559416678541,1.304795484440855,0.9182263639363608,0.3865691205044941
호텔신라,기타,2025-01-15,매수,-0.017902813299232736,-0.003360342405651586,-0.01454247089358115,0.33248081841432225,0.27685726729047044,0.05562355112385181,0.25191815856777494,0.5014717998571224,-0.24955364128934748,0.18925831202046037,0.9387699187263748,-0.7495116067059144
LS에코에너지,금융,2025-01-13,매수,-0.12707180911693122,-0.002466354124518816,-0.1246054549924124,-0.02348062087082631,0.28057568137568234,-0.30405630224650865,0.20856351927637623,0.5056355456251977,-0.2970720263488215,0.0013812512878025312,0.8971625453872901,-0.8957812940994876
하나머티리얼즈,정보기술,2025-01-13,매수,0.04483428467405548,-0.002466354124518816,0.047300638798574296,-0.019493187253284222,0.28057568137568234,-0.30006886862896653,0.6530213895808695,0.5056355456251977,0.14738584395567178,1.0376243695973084,0.8971625453872901,0.1404618242100183
SK이노베이션,에너지 / 유틸리티,2025-01-10,매수,-0.23171845461412235,-0.02716855085114611,-0.20454990376297624,-0.05291541695258441,0.2780449768477971,-0.3309603938003815,-0.15088968416438603,0.42482649797882216,-0.5757161821432082,-0.1859971299152816,0.8230209997734029,-1.0090181296886844
TCC스틸,소재,2025-01-10,매수,-0.32605041994633266,-0.02716855085114611,-0.29888186909518655,-0.43058823622540277,0.2780449768477971,-0.7086332130731998,-0.461176452660997,0.42482649797882216,-0.8860029506398192,-0.559241385397417,0.8230209997734029,-1.38226238517082
신세계푸드,기타,2025-01-10,매도,-0.09267118832464388,-0.02716855085114611,-0.06550263747349777,0.27055920543931283,0.2780449768477971,-0.007485771408484276,0.11061832261208067,0.42482649797882216,-0.3142081753667415,0.40508891068985053,0.8230209997734029,-0.4179320890835524
DL,소재,2025-01-09,매도,-0.0288,-0.017641457614169315,-0.011158542385830684,0.6896,0.26968958059003056,0.4199104194099694,0.1584,0.43169841685655597,-0.273298416856556,0.1152,0.8185970902161553,-0.7033970902161554
두산로보틱스,산업재,2025-01-07,매수,-0.3105022831050228,-0.023827344258350754,-0.28667493884667206,-0.060882800608828,0.27433485617932135,-0.33521765678814935,0.0700152207001522,0.4488182481321347,-0.3788030274319825,0.2648401826484018,0.8267204120207193,-0.5618802293723175
대웅,기타,2025-01-07,매수,-0.10818179171658586,-0.023827344258350754,-0.0843544474582351,0.24772733481877932,0.27433485617932135,-0.026607521360542036,-0.018181769322927747,0.4488182481321347,-0.4670000174550625,-0.02084177760858125,0.8267204120207193,-0.8475621896293006
CJ제일제당,필수소비재,2024-09-30,매도,-0.17269736420092557,-0.05836264504519568,-0.1143347191557299,-0.18086046848766987,-0.0493007271488681,-0.13155974133880177,-0.09670555050465743,0.2016758748842265,-0.2983814253888839,-0.2088681322158827,0.3326148268777901,-0.5414829590936728
넷마블,정보기술,2024-09-27,매도,-0.1525929918576655,-0.09445691200598075,-0.05813607985168476,-0.33207278751582403,-0.04845313018410008,-0.28361965733172395,0.016232783770727257,0.15922828204987166,-0.1429954982791444,0.019510913771097867,0.27786080783717765,-0.2583498940660798
비에이치,정보기술,2024-09-27,매도,-0.04142709850981329,-0.09445691200598075,0.053029813496167456,-0.2406469111711805,-0.04845313018410008,-0.19219378098708043,-0.3223215147470246,0.15922828204987166,-0.48154979679689625,-0.03094179913633997,0.27786080783717765,-0.30880260697351763
이녹스첨단소재,정보기술,2024-09-27,매도,-0.2524733758982248,-0.09445691200598075,-0.15801646389224408,-0.1669355480467143,-0.04845313018410008,-0.11848241786261421,-0.15763792454896788,0.15922828204987166,-0.3168662065988396,-0.13904275096484564,0.27786080783717765,-0.4169035588020233
클리오,소재,2024-09-27,매도,-0.44219206875326605,-0.09445691200598075,-0.3477351567472853,-0.3663042246811082,-0.04845313018410008,-0.3178510944970081,-0.47397412198437067,0.15922828204987166,-0.6332024040342423,-0.5466189026938971,0.27786080783717765,-0.8244797105310748
엠로,정보기술,2024-09-26,매수,0.18566176470588236,-0.10184276330513233,0.28750452801101467,-0.04044117647058824,-0.07128764969613217,0.030846473225543937,-0.011029411764705883,0.14387415011088162,-0.1549035618755875,-0.24632352941176472,0.2674382337677244,-0.5137617631794891
자화전자,정보기술,2024-09-25,매수,-0.3247422680412371,-0.07581117618113152,-0.2489310918601056,-0.29553264604810997,-0.014767088371678403,-0.2807655576764316,-0.11970217640320734,0.17702743149742345,-0.2967296079006308,0.15120274914089346,0.3041728137038911,-0.15297006456299764
SK네트웍스,기타,2024-09-25,매도,-0.14729720947002412,-0.07581117618113152,-0.0714860332888926,-0.09387490685006547,-0.014767088371678403,-0.07910781847838706,-0.04329529374808367,0.17702743149742345,-0.2203227252455071,-0.030320731997662935,0.3041728137038911,-0.33449354570155404
제주항공,산업재,2024-09-25,매도,-0.1657397107897664,-0.07581117618113152,-0.08992853460863488,-0.2413793103448276,-0.014767088371678403,-0.2266122219731492,-0.21468298109010012,0.17702743149742345,-0.3917104125875236,-0.2914349276974416,0.3041728137038911,-0.5956077414013328
지아이이노베이션,기타,2024-09-23,매수,-0.3916981443165569,-0.07580293292266824,-0.31589521139388865,0.10986067221250724,-0.016921544933196083,0.1267822171457033,0.9412442130822322,0.18353121126968305,0.7577130018125491,0.6963624889548864,0.3344068160947915,0.3619556728600949
JW중외제약,기타,2024-09-19,매수,-0.1316271114375169,-0.05435524900914837,-0.07727186242836853,-0.1653039017034147,0.019865940236063775,-0.18516984193947847,-0.14294606672752086,0.17089275833777395,-0.3138388250652948,-0.18020921704798787,0.3349503739349238,-0.5151595909829116
덕산네오룩스,정보기술,2024-09-19,매도,0.03202846975088968,-0.05435524900914837,0.08638371876003806,0.03558718861209965,0.019865940236063775,0.015721248376035873,0.33451957295373663,0.17089275833777395,0.16362681461596268,0.6850533807829181,0.3349503739349238,0.35010300684799434
이마트,기타,2024-09-12,매도,-0.009448731751975402,-0.04481959237727024,0.03537086062529484,0.30551175659580837,0.015007193448375986,0.2905045631474324,0.3417501119370672,0.12539608578072098,0.21635402615634625,0.24164361800794606,0.3201481763989019,-0.07850455839095585
STX엔진,산업재,2024-09-11,매수,0.08543793659322944,-0.009708139011248826,0.09514607560447827,0.37291778613648574,0.021083241927643995,0.35183454420884175,0.3245566899516389,0.15168876139365603,0.17286792855798286,1.4341751746372917,0.3509908532143136,1.0831843214229782
삼성카드,금융,2024-09-11,매수,-0.03571422615667725,-0.009708139011248826,-0.026006087145428423,0.01309513846033265,0.021083241927643995,-0.007988103467311346,0.25065568460101106,0.15168876139365603,0.09896692320735503,0.3421669566054823,0.3509908532143136,-0.008823896608831316
뷰노,정보기술,2024-09-10,매수,-0.14645669291338584,-0.011480394339418007,-0.13497629857396784,-0.27716535433070866,0.017012628424098408,-0.29417798275480705,-0.40062992125984254,0.14709748065227363,-0.5477274019121161,-0.27086614173228346,0.32525968295764046,-0.5961258246899239
에스앤에스텍,정보기술,2024-09-06,매도,0.07526886829836019,-0.03999953556974414,0.11526840386810433,0.2180027081566631,-0.002625470295606979,0.22062817845227006,0.6658296237176009,0.12242755775607643,0.5434020659615245,1.133127152764172,0.25973559524941586,0.8733915575147562
하나머티리얼즈,정보기술,2024-09-06,매도,-0.21608042945329925,-0.03999953556974414,-0.1760808938835551,-0.002791742149532231,-0.002625470295606979,-0.00016627185392525208,-0.1382359916555428,0.12242755775607643,-0.26066354941161923,-0.04681113156399565,0.25973559524941586,-0.3065467268134115
덴티움,헬스케어,2024-09-05,매도,-0.17307689777833907,-0.06121526387473306,-0.11186163390360601,-0.13589535382397205,-0.001984122470151427,-0.13391123135382063,-0.09567220327864252,0.09184626240657154,-0.18751846568521408,-0.22743773613698312,0.24446519789846632,-0.4719029340354495
대한유화,소재,2024-09-05,매도,-0.21613539979424878,-0.06121526387473306,-0.15492013591951573,0.017022863959350418,-0.001984122470151427,0.019006986429501844,-0.15550781324239799,0.09184626240657154,-0.24735407564896952,0.23293838969968386,0.24446519789846632,-0.011526808198782462
코미코,산업재,2024-09-04,매도,-0.4341421045488754,-0.0853301172259049,-0.34881198732297053,-0.2545213625652351,-0.006711123694855632,-0.24781023887037948,0.12935113003660745,0.08960399706478799,0.03974713297181946,0.4588937397223334,0.2419095073416721,0.21698423238066128
이수페타시스,정보기술,2024-09-04,매도,-0.34880448531447433,-0.0853301172259049,-0.26347436808856944,0.04641345594342297,-0.006711123694855632,0.0531245796382786,0.14780760140558422,0.08960399706478799,0.05820360434079623,0.7845373580034471,0.2419095073416721,0.542627850661775
코스맥스,소재,2024-09-04,매도,0.08742711777592872,-0.0853301172259049,0.17275723500183363,0.5581314386915662,-0.006711123694855632,0.5648425623864218,0.897995135222005,0.08960399706478799,0.8083911381572171,0.8092248188261565,0.2419095073416721,0.5673153114844844
한솔케미칼,소재,2024-09-02,매도,-0.30851064313023996,-0.09430812677755501,-0.21420251635268495,-0.14113475241736534,-0.04383439743798956,-0.09730035497937578,0.003097934241121943,0.04888103275946475,-0.04578309851834281,0.16872078936454646,0.1877731898079075,-0.01905240044336104
하나투어,기타,2024-08-30,매수,0.15704154087788122,-0.07864086586292791,0.23568240674080915,0.15826341854029,-0.054365475032166405,0.2126288935724564,0.0800595236835612,0.009221037040986221,0.07083848664257499,0.0885139690624131,0.1913390519276383,-0.10282508286522521
삼화전기,정보기술,2024-08-29,매수,-0.30070755652552017,-0.0609176832849765,-0.23978987324054368,-0.13789652792321458,-0.04864251640508371,-0.08925401151813087,-0.35851827877457554,0.013293076681896493,-0.37181135545647204,-0.41127565397816185,0.19672234877826522,-0.6079980027564271
팬오션,산업재,2024-08-29,매도,-0.04545459160716912,-0.0609176832849765,0.015463091677807378,0.07977107164625169,-0.04864251640508371,0.1284135880513354,0.058347096265485295,0.013293076681896493,0.0450540195835888,0.11262130261112292,0.19672234877826522,-0.0841010461671423
녹십자,기타,2024-08-28,매수,-0.12861359769443614,-0.08749626958603478,-0.041117328108401366,-0.25305013617006406,-0.05838660594411967,-0.19466353022594438,-0.24293203847929482,0.002914624166692686,-0.2458466626459875,-0.22805259243492965,0.18446515847815084,-0.4125177509130805
유한양행,기타,2024-08-26,매도,0.03405021417362908,-0.08973283893682853,0.1237830531104576,0.09705133098661238,-0.06124142604018858,0.15829275702680096,-0.05144210243578325,0.008387620034984914,-0.05982972247076817,0.045753636710632345,0.18130025484458534,-0.135546618133953
대웅제약,기타,2024-08-20,매수,-0.07785711697302583,-0.07245706717984579,-0.0054000497931800395,-0.04966869455593997,-0.015593465367832897,-0.03407522918810707,0.012059860284288633,-0.03876683099456099,0.050826691278849624,-0.038184249447261565,0.1650616238657265,-0.20324587331298807
동국제강,소재,2024-08-19,매도,-0.04387986506440889,-0.06473328580809205,0.02085342074368316,0.11316395951932266,-0.007396172730060373,0.12056013224938303,0.0428791500925041,-0.030171772800134087,0.07305092289263819,0.1864794144601225,0.17040711129515046,0.016072303164972046
아모레퍼시픽,소재,2024-08-16,매도,-0.10496346669842818,-0.07968914143869027,-0.025274325259737912,-0.06427987425601878,-0.02610823785325186,-0.03817163640276691,-0.002501478614794391,-0.034780148253226374,0.032278669638431984,0.008188937129499828,0.19591578599789605,-0.18772684886839622
피에스케이,산업재,2024-08-13,매수,-0.3956228989770129,-0.07806213716502956,-0.31756076181198334,-0.33125288933062474,-0.01161546869039672,-0.31963742064022804,-0.34436554679205894,0.0020484902489032995,-0.34641403704096224,-0.26327386661972974,0.23046344158282472,-0.49373730820255446
케이카,자유소비재,2024-08-09,매도,-0.054466068092627454,-0.06619837431991767,0.011732306227290212,0.08421664226138836,-0.019077156468053025,0.10329379872944139,0.16045483902050187,0.007301780223347795,0.15315305879715407,0.28744482434893026,0.24013788070014466,0.0473069436487856
진에어,산업재,2024-08-08,매도,0.07113821138211382,-0.029005766223220236,0.10014397760533406,-0.021341463414634148,-0.013869263163644204,-0.007472200250989944,-0.06605691056910569,0.008033714635260075,-0.07409062520436577,-0.08638211382113821,0.2555138924670891,-0.3418960062882273
한올바이오파마,기타,2024-08-08,매도,0.2549295774647887,-0.029005766223220236,0.283935343688009,0.19014084507042253,-0.013869263163644204,0.20401010823406673,-0.2549295774647887,0.008033714635260075,-0.2629632921000488,-0.21830985915492956,0.2555138924670891,-0.4738237516220187
씨앤씨인터내셔널,소재,2024-08-07,매도,-0.5289473522008341,-0.014308463702282665,-0.5146388884985514,-0.6853159637009498,-0.01810068946361987,-0.66721527423733,-0.7131085708954529,0.003449646950863229,-0.7165582178463161,-0.626144606448137,0.24980440023661132,-0.8759490066847483
솔루엠,정보기술,2024-08-06,매도,0.1394937630692723,0.015462998437863902,0.1240307646314084,0.09770454295324932,-9.118429818001174e-05,0.09779572725142933,-0.04120070949251699,0.02185441758885097,-0.06305512708136796,-0.0647439638107541,0.2797335830995808,-0.3444775469103349
티이엠씨,소재,2024-08-06,매도,-0.2194444649482524,0.015462998437863902,-0.2349074633861163,-0.22634265746941543,-9.118429818001174e-05,-0.22625147317123542,-0.3885762914666027,0.02185441758885097,-0.4104307090554537,-0.3445012239061508,0.2797335830995808,-0.6242348070057315
코스메카코리아,소재,2024-08-05,매수,0.18235290917095506,0.048985214770849994,0.13336769440010507,-0.25153692017693,0.03291756115564793,-0.28445448133257795,-0.3244678849813567,0.056492772575695294,-0.380960657557052,-0.018747271572362677,0.3098809480121621,-0.32862821958452476
한미반도체,산업재,2024-08-02,매도,-0.1932409222110328,-0.04210460920476197,-0.15113631300627084,-0.08058928347497143,-0.07267795046632476,-0.007911333008646673,-0.33354847374205493,-0.043494634122488954,-0.290053839619566,-0.24183493206683193,0.16561603638276418,-0.4074509684495961
해성디에스,정보기술,2024-08-02,매도,-0.20570572162279196,-0.04210460920476197,-0.16360111241803,-0.2736770566220912,-0.07267795046632476,-0.20099910615576644,-0.31092437440917603,-0.043494634122488954,-0.2674297402866871,-0.27988498400823114,0.16561603638276418,-0.4455010203909953
리노공업,정보기술,2024-08-02,매도,-0.07233365170327921,-0.04210460920476197,-0.03022904249851724,0.08588018677703492,-0.07267795046632476,0.15855813724335968,-0.014664331953730235,-0.043494634122488954,0.028830302168758717,0.21055523718560967,0.16561603638276418,0.0449392008028455
DB하이텍,정보기술,2024-08-01,매수,-0.30642198750921995,-0.07229056398500287,-0.23413142352421706,-0.44128438709013373,-0.11654689828771606,-0.3247374888024177,-0.2754992080406961,-0.07844312445654214,-0.19705608358415397,-0.17550298600413286,0.1230271265512253,-0.29853011255535816
효성티앤씨,소재,2024-08-01,매도,0.014634302509973527,-0.07229056398500287,0.0869248664949764,-0.26721798149515014,-0.11654689828771606,-0.15067108320743408,-0.18919031791657787,-0.07844312445654214,-0.11074719346003573,-0.23498913887189385,0.1230271265512253,-0.35801626542311915
일진전기,기타,2024-07-31,매수,0.1742919346450524,-0.06558654145576966,0.23987847610082208,0.43391498603149226,-0.09142842742273023,0.5253434134542225,0.1629909988449411,-0.07611818962200757,0.23910918846694867,0.8259838653116361,0.12586033734476038,0.7001235279668758
풍산,소재,2024-07-30,매도,0.14583334086212602,-0.0715179874935202,0.21735132835564622,-0.07986109630448548,-0.08064445087594754,0.0007833545714620582,0.06954263195432825,-0.0651524934943444,0.13469512544867265,1.9199058787612284,0.18525011443855208,1.7346557643226763
두산,정보기술,2024-07-29,매수,0.1531042125330569,-0.080696980148771,0.2338011926818279,0.7118744662311485,-0.08973321912272587,0.8016076853538744,0.8418390224082698,-0.07554426083310947,0.9173832832413793,2.416656930399065,0.17679791440578246,2.2398590159932827
삼성전기,정보기술,2024-07-29,매도,-0.2483953939139554,-0.080696980148771,-0.1676984137651844,-0.12679683949688392,-0.08973321912272587,-0.03706362037415804,-0.23358690309722416,-0.07554426083310947,-0.15804264226411469,-0.010890745299894389,0.17679791440578246,-0.18768865970567686
주성엔지니어링,산업재,2024-07-25,매수,0.7073752225218362,-0.03425372396315099,0.7416289464849871,0.19400666273554476,-0.06413585663176442,0.2581425193673092,0.3294840292929615,-0.06063116205951964,0.3901151913524811,0.04407842892178366,0.17907150092111718,-0.13499307199933352
SK케미칼,기타,2024-07-19,매도,0.020901513405228785,-0.0700563937550807,0.09095790716030949,-0.13072776726353758,-0.09924303532059342,-0.031484731942944155,-0.23873780587948873,-0.1098352483501604,-0.12890255752932833,0.5183702080065502,0.14044562000816754,0.3779245879983827
한일시멘트,기타,2024-07-18,매도,-0.030199051680184493,-0.08980832322978063,0.05960927154959614,0.14122177670245273,-0.10774161782586529,0.248963394528318,0.17485159583283855,-0.12071101810790612,0.2955626139407447,0.3832104968336504,0.12878005846546903,0.25443043836818136
테크윙,산업재,2024-07-17,매수,-0.28557881267790164,-0.08383601880661329,-0.20174279387128835,-0.0811855510508716,-0.11245422937569916,0.03126867832482756,-0.39920008660213885,-0.1265682052282495,-0.2726318813738894,-0.4458549412790839,0.1212609422746605,-0.5671158835537444
케이씨텍,기타,2024-07-16,매수,-0.32209740170337603,-0.09499702074320851,-0.22710038096016752,-0.359550556777848,-0.11951474955715764,-0.24003580722069034,-0.5619147571774223,-0.1335164472437296,-0.42839830993369277,-0.4693881456472204,0.11381357220768679,-0.5832017178549072
성광벤드,소재,2024-07-16,매수,0.03375844379864944,-0.09499702074320851,0.12875546454185793,1.3113278209555475,-0.11951474955715764,1.430842570512705,1.1335333502826603,-0.1335164472437296,1.26704979752639,1.2470191952990557,0.11381357220768679,1.133205623091369
롯데쇼핑,기타,2024-07-16,매도,0.04901970134694057,-0.09499702074320851,0.1440167220901491,-0.1258169390933222,-0.11951474955715764,-0.006302189536164557,0.12521833552104514,-0.1335164472437296,0.25873478276477474,0.33910780921269223,0.11381357220768679,0.22529423700500545
SBS,통신서비스,2024-07-16,매도,-0.09703659787377536,-0.09499702074320851,-0.0020395771305668497,0.4177804127573478,-0.11951474955715764,0.5372951623145055,0.08018589580076774,-0.1335164472437296,0.21370234304449734,0.2318419827773349,0.11381357220768679,0.1180284105696481
대주전자재료,정보기술,2024-07-15,매수,-0.17637411122458357,-0.09336152734417401,-0.08301258388040957,-0.1440702780903805,-0.11792356383948291,-0.026146714250897596,-0.3256062439706594,-0.1364980567193545,-0.1891081872513049,-0.4258206490896459,0.11376059792830513,-0.5395812470179511
디와이파워,산업재,2024-07-15,매도,-0.09202893162052785,-0.09336152734417401,0.0013325957236461627,-0.16449274350233264,-0.11792356383948291,-0.046569179662849736,-0.1389137543726405,-0.1364980567193545,-0.002415697653286003,-0.036776195169532185,0.11376059792830513,-0.15053679309783732
제이엘케이,정보기술,2024-07-15,매도,0.09315068493150686,-0.09336152734417401,0.18651221227568088,-0.2502283105022831,-0.11792356383948291,-0.1323047466628002,-0.3506849315068493,-0.1364980567193545,-0.21418687478749482,-0.40273972602739727,0.11376059792830513,-0.5165003239557024
신세계인터내셔날,기타,2024-07-12,매도,-0.13693218162888457,-0.08632827881628456,-0.05060390281260001,-0.29888083879165317,-0.1258663274960623,-0.17301451129559087,-0.36020265839841636,-0.14039555737552503,-0.21980710102289133,-0.13141006100405989,0.111575085590217,-0.2429851465942769
삼성증권,금융,2024-07-11,매수,0.047137968023904714,-0.08919713551583766,0.13633510353974237,0.05322894204808143,-0.13896277707365637,0.1921917191217378,0.058071394335932794,-0.15862144377635,0.2166928381122828,0.8715999935483087,0.09836924352590609,0.7732307500224027
디아이,기타,2024-07-11,매수,-0.10979498960313235,-0.08919713551583766,-0.020597854087294684,-0.17634774344757662,-0.13896277707365637,-0.03738496637392025,-0.37066167728384286,-0.15862144377635,-0.21204023350749285,-0.31094342041330364,0.09836924352590609,-0.40931266393920973
대상,필수소비재,2024-07-10,매수,-0.2268431042614342,-0.08532106179069261,-0.14152204247074157,-0.28166354306654523,-0.12280724902694554,-0.1588562940395997,-0.14155601483785193,-0.1517683189318521,0.010212304094000174,-0.07491876897627965,0.10731558699468226,-0.1822343559709619
제이브이엠,산업재,2024-07-09,매수,-0.17977532158998724,-0.09432652168774779,-0.08544879990223946,-0.23938899746995207,-0.122620604135213,-0.11676839333473907,-0.17517162678576037,-0.15158783623850852,-0.02358379054725185,-0.04058424959441024,0.11015286099672468,-0.15073711059113493
현대오토에버,정보기술,2024-07-09,매도,-0.14892415711955298,-0.09432652168774779,-0.054597635431805194,-0.19592290691858513,-0.122620604135213,-0.07330230278337213,-0.3191821045046825,-0.15158783623850852,-0.16759426826617396,-0.03388143274230489,0.11015286099672468,-0.14403429373902957
아세아시멘트,기타,2024-07-09,매도,0.037453213256485526,-0.09432652168774779,0.1317797349442333,0.002262656393424809,-0.122620604135213,0.12488326052863781,-0.0322980982645728,-0.15158783623850852,0.11928973797393572,0.19522705193491846,0.11015286099672468,0.08507419093819378
세아제강,소재,2024-07-08,매도,-0.09493670590098015,-0.09127781785904522,-0.0036588880419349268,-0.055379739541701084,-0.11966714465179915,0.06428740511009806,0.5556091194809941,-0.1444137890381222,0.7000229085191163,0.3207072264200796,0.09657213325319927,0.22413509316688032
CJ,금융,2024-07-08,매도,-0.03713529625862622,-0.09127781785904522,0.054142521600419,-0.10521658881428936,-0.11966714465179915,0.014450555837509788,0.09684938837810504,-0.1444137890381222,0.24126317741622721,0.4609561816034377,0.09657213325319927,0.3643840483502384
제이에스코퍼레이션,기타,2024-07-05,매수,-0.23804404240695481,-0.09358782308716007,-0.14445621931979474,-0.1872273337908527,-0.12931521412960795,-0.057912119661244765,-0.1765844604953815,-0.18657830885043572,0.009993848355054208,0.40144254088142445,0.06709804947143792,0.3343444914099865
LG생활건강,소재,2024-07-04,매수,0.015804577337125453,-0.08162291544845827,0.09742749278558373,-0.10344843351902874,-0.11904679596859516,0.015598362449566416,-0.08219012987278998,-0.12726642937133792,0.04507629949854794,-0.05895441919940073,0.08118405794370974,-0.14013847714311048
NH투자증권,금융,2024-07-04,매수,0.05918519591336423,-0.08162291544845827,0.1408081113618225,0.03535738218645903,-0.11904679596859516,0.1544041781550542,0.10231897927991183,-0.12726642937133792,0.22958540865124977,0.6345862706934692,0.08118405794370974,0.5534022127497594
피에스케이홀딩스,산업재,2024-07-03,매수,-0.24843751125878888,-0.06572278778934253,-0.18271472346944634,-0.30803574474564877,-0.12601604384379425,-0.18201970090185451,-0.4260204551748598,-0.11760519351832556,-0.30841526165653427,-0.4124681414136403,0.09315285865890033,-0.5056210000725406
원텍,헬스케어,2024-07-03,매도,-0.0989716811636152,-0.06572278778934253,-0.03324889337427267,-0.3149100336523446,-0.12601604384379425,-0.18889398980855035,-0.04232992986264335,-0.11760519351832556,0.07527526365568221,0.39050070536288,0.09315285865890033,0.2973478467039797
애경케미칼,소재,2024-07-02,매수,-0.1561806767438646,-0.07592979809406217,-0.08025087864980243,-0.4477105452645712,-0.1218832204619977,-0.3258273248025735,-0.4900168030313692,-0.11343259759992688,-0.37658420543144233,-0.0723383239541039,0.12061373069943179,-0.1929520546535357
